ID,protocol,browser_type,login_attempts,duration,packet_size,encryption_used,ip_reputation_score,failed_logins,unusual_time_access,attack
808,TCP,Chrome,5.0,894.5629779895319,751,DES,0.2202869488737649,1,1,N
809,TCP,Edge,5.0,954.9466212831128,321,AES,0.6290185036333932,0,0,Y
810,TCP,Chrome,5.0,681.9991090579238,462,,0.5190998019507008,2,1,N
811,TCP,Unknown,7.0,7.789895257056495,412,DES,0.3596798679387429,2,0,Y
812,UDP,Unknown,4.0,745.8381230310963,789,,0.2813579105974837,2,1,Y
813,TCP,Firefox,2.0,97.7533698317389,539,DES,0.2703395837122785,2,0,N
814,TCP,Firefox,4.0,65.02677904086678,706,DES,0.1301550363408407,1,0,N
815,UDP,Chrome,4.0,952.7441440180608,202,AES,0.2849511166125496,3,0,Y
816,TCP,Chrome,3.0,963.803969753871,553,,0.2589751601459381,0,0,N
817,TCP,Chrome,5.0,1765.1792285906715,677,DES,0.072826735143169,2,0,N
818,TCP,Safari,3.0,2.7089564831391413,516,AES,0.2877484443255025,1,0,Y
819,TCP,Chrome,5.0,380.83005076800686,713,,0.4685575693304118,2,0,Y
820,TCP,Unknown,6.0,9.878337378646114,396,,0.2757698442599622,2,0,Y
821,UDP,Edge,1.0,362.879198342927,781,AES,0.5596728612816558,2,0,Y
822,TCP,Chrome,3.0,541.2805666135032,959,,0.1173903554464016,1,0,N
823,UDP,Chrome,5.0,603.5571985810028,427,AES,0.7619408254040162,1,1,Y
824,TCP,Chrome,6.0,351.96166103696123,410,AES,0.2536488782725312,1,0,N
825,TCP,Chrome,4.0,1033.664533007297,790,AES,0.2463899835253185,0,1,N
826,TCP,Firefox,4.0,429.7287289398794,815,,0.3179980040959347,2,0,N
827,UDP,Chrome,5.0,582.4005216180137,395,DES,0.4990763467183964,1,0,N
828,TCP,Safari,3.0,1287.900810653693,415,,0.1087407217942355,1,0,N
829,TCP,Chrome,2.0,153.22169428344222,443,DES,0.103401277584361,2,0,N
830,TCP,Chrome,1.0,309.58389332564144,231,,0.1158143063721003,2,0,N
831,TCP,Chrome,5.0,589.5615630962135,316,,0.1863095269092602,2,0,N
832,TCP,Chrome,3.0,1167.498942203771,299,,0.5045044608605816,1,0,N
833,TCP,Chrome,8.0,443.2028512578668,346,AES,0.3228787636990904,3,0,Y
834,TCP,Chrome,2.0,60.44012076924988,493,AES,0.1272440553977189,4,0,Y
835,UDP,Chrome,5.0,3595.65702652438,546,DES,0.4659328400190901,1,0,Y
836,TCP,Firefox,4.0,984.5566233659458,810,AES,0.3414993798734011,0,0,N
837,TCP,Chrome,4.0,1026.2256333892292,300,,0.3940896166315186,0,0,N
838,TCP,Chrome,7.0,500.54771809386847,696,,0.0771886464914126,1,1,Y
839,TCP,Chrome,4.0,633.561266664689,457,AES,0.2308959305466529,1,0,N
840,UDP,Chrome,7.0,4099.282035706303,490,AES,0.6621212092690709,3,0,Y
841,TCP,Chrome,3.0,723.323152627749,634,DES,0.4491651231492578,3,1,Y
842,TCP,Firefox,6.0,197.6718567273321,275,DES,0.151508243812601,4,1,Y
843,UDP,Unknown,8.0,2667.872555196426,576,DES,0.5598607907178887,2,0,Y
844,TCP,Chrome,6.0,617.3414763414704,533,AES,0.5451439933902403,0,1,N
845,TCP,Firefox,4.0,16.712027328968006,598,AES,0.4357053240849119,1,0,N
846,TCP,Chrome,5.0,681.4357905445286,557,DES,0.6562788084080912,3,0,Y
847,UDP,Chrome,3.0,58.465779781518926,991,DES,0.1376773997424964,2,0,Y
848,ICMP,Unknown,1.0,599.9235597885837,372,AES,0.4775336939283506,2,0,N
849,UDP,Unknown,1.0,1395.8931518976876,393,AES,0.5454644805897173,2,1,N
850,TCP,Firefox,3.0,619.253928512117,375,AES,0.3572797103384217,4,0,Y
851,ICMP,Chrome,6.0,374.0256163553893,388,AES,0.037476864583966,2,0,N
852,TCP,Chrome,2.0,1713.801145249195,372,,0.4417780786130342,2,1,N
853,TCP,Edge,1.0,2100.3295550477337,737,AES,0.5199916588231481,0,0,N
854,UDP,Firefox,2.0,341.5442558430356,784,,0.1329950643919672,1,0,N
855,TCP,Firefox,5.0,552.8407577177707,385,AES,0.2490407631920009,3,0,Y
856,TCP,Edge,3.0,3255.985224913484,333,DES,0.4648279312953705,2,0,N
857,TCP,Chrome,3.0,156.9100600111132,594,DES,0.3496626360720237,1,0,Y
858,TCP,Firefox,5.0,283.23214695393017,389,DES,0.5010602124176725,2,0,N
859,UDP,Chrome,2.0,447.484095474298,626,AES,0.5003657378264629,0,0,N
860,TCP,Chrome,3.0,85.07840015111653,540,AES,0.4569612436003643,2,0,N
861,TCP,Chrome,1.0,254.01016459413367,196,DES,0.3695383848511512,2,0,N
862,TCP,Firefox,8.0,629.4191114219075,809,DES,0.5295556194892086,2,0,Y
863,UDP,Chrome,6.0,207.532874484944,859,AES,0.373287750906071,2,0,Y
864,UDP,Unknown,4.0,927.4162416134288,377,AES,0.0514147515401744,0,0,Y
865,TCP,Chrome,3.0,341.7655857077164,422,,0.0983039512940525,2,0,N
866,ICMP,Chrome,2.0,75.2682881118244,557,,0.3993900895345236,0,1,N
867,UDP,Chrome,1.0,1156.9476866809212,566,AES,0.3063172584800829,3,0,Y
868,TCP,Chrome,5.0,670.3835639825994,631,,0.4316520925790513,2,0,N
869,TCP,Chrome,6.0,1393.7781024949174,902,DES,0.1960227342761564,0,0,N
870,TCP,Chrome,5.0,357.2192259675858,464,AES,0.0896880150644139,0,0,N
871,UDP,Edge,1.0,15.655742808477031,340,AES,0.3608392247538199,2,0,N
872,TCP,Firefox,7.0,38.250847865728346,224,DES,0.6489012449956998,5,0,Y
873,TCP,Chrome,1.0,1269.5535710351162,353,,0.1021843051068359,0,0,N
874,TCP,Edge,3.0,422.9761066152802,493,AES,0.3416037246510285,0,1,N
875,UDP,Firefox,3.0,2996.722431502931,858,DES,0.1362918460119498,2,0,N
876,TCP,Firefox,1.0,1419.017950819269,396,,0.4342261292521447,2,1,Y
877,UDP,Safari,3.0,13.00260326191734,544,,0.1110804111007432,3,0,Y
878,UDP,Chrome,3.0,1632.054826554734,496,AES,0.7101345332546682,3,0,Y
879,TCP,Safari,4.0,191.48559929519345,737,DES,0.539999863335427,2,0,N
880,TCP,Firefox,5.0,532.8380586478482,1005,AES,0.5840203260685888,1,1,N
881,TCP,Chrome,2.0,564.3723484545832,393,DES,0.497569269016003,2,0,N
882,UDP,Safari,4.0,49.26308339319176,402,DES,0.4008122172915196,1,0,N
883,TCP,Chrome,3.0,107.4339367209796,708,DES,0.1768802792692944,0,0,N
884,TCP,Chrome,6.0,439.9961338926535,636,AES,0.1637902536059907,2,1,N
885,TCP,Chrome,4.0,823.1664722087954,869,DES,0.4124665082767193,1,0,Y
886,TCP,Firefox,1.0,245.6734928800525,616,AES,0.6657691647167584,2,1,Y
887,UDP,Safari,5.0,597.9153879847227,428,AES,0.1744398099674908,0,0,N
888,TCP,Chrome,5.0,381.31377741842095,618,DES,0.2584647542344026,4,0,Y
889,UDP,Safari,5.0,796.188163393475,721,,0.1720473998282148,1,0,N
890,TCP,Chrome,7.0,441.9256882127567,664,DES,0.5941034760007915,3,0,Y
891,TCP,Chrome,5.0,1526.453614737184,601,AES,0.2172810511708404,1,0,N
892,ICMP,Chrome,5.0,3295.4379395781784,713,,0.5793453944990186,1,0,N
893,TCP,Firefox,3.0,1953.9544912083973,733,AES,0.1156210052450734,1,0,N
894,UDP,Firefox,4.0,147.71947720128088,776,AES,0.5121286334286269,3,0,Y
895,TCP,Chrome,6.0,488.77858337087537,629,DES,0.2288689332432164,2,0,N
896,TCP,Chrome,5.0,491.1993011934999,466,AES,0.4136538833238118,1,0,N
897,TCP,Firefox,4.0,1468.4005351258402,529,DES,0.2296602007853335,1,0,N
898,ICMP,Chrome,3.0,353.52402911093964,741,DES,0.6503009195721551,0,0,Y
899,ICMP,Chrome,2.0,638.0986821267971,336,DES,0.0779323618649194,2,0,N
900,TCP,Chrome,4.0,751.8092295681711,573,AES,0.1665724638302771,1,0,N
901,TCP,Unknown,1.0,94.59522055425556,421,AES,0.1510494999458529,0,0,N
902,TCP,Firefox,6.0,653.0859687512234,505,,0.2852313181789764,2,0,N
903,TCP,Safari,7.0,226.7836532020321,755,AES,0.6927760342607203,1,0,Y
904,UDP,Chrome,3.0,185.15923766535013,538,AES,0.5689014317320612,2,0,N
905,TCP,Firefox,1.0,230.4823476305342,509,AES,0.1884442769165888,2,0,N
906,ICMP,Chrome,3.0,83.71261860324374,228,AES,0.1023862007784363,1,1,N
907,TCP,Chrome,6.0,57.8245454379428,649,AES,0.1596829227848567,0,0,N
908,UDP,Chrome,5.0,832.7269893955771,629,AES,0.0118561337060104,2,0,N
909,TCP,Chrome,7.0,2263.8877280268025,932,,0.054230512051858,2,0,Y
910,TCP,Chrome,3.0,931.8007015132368,438,,0.5078169786263682,4,0,Y
911,ICMP,Edge,2.0,299.0052734930079,543,DES,0.2211799987592227,2,0,N
912,TCP,Chrome,1.0,326.4306467198172,549,DES,0.1980153909214015,2,0,N
913,UDP,Firefox,4.0,623.6426927450069,815,AES,0.4936271402395593,3,1,Y
914,ICMP,Unknown,7.0,1609.7366629739663,480,,0.2623519616192026,1,0,Y
915,TCP,Chrome,4.0,180.98319546999048,555,AES,0.5012073942090808,1,0,N
916,TCP,Chrome,4.0,505.65876662027136,621,AES,0.3185007045849064,1,0,Y
917,TCP,Edge,3.0,552.834272897419,537,AES,0.034146711544505,1,0,N
918,TCP,Firefox,4.0,2141.515951249789,410,AES,0.0453482537626089,1,0,N
919,TCP,Edge,6.0,614.5602078673713,538,AES,0.7550914373588042,3,0,Y
920,TCP,Chrome,4.0,1214.4307438056148,714,AES,0.1230608650168849,0,0,N
921,TCP,Firefox,,73.51784653671768,294,,0.2034441144479294,2,0,Y
922,TCP,Firefox,1.0,316.71716255354687,526,DES,0.3901003106618442,2,0,N
923,TCP,Chrome,5.0,756.2120776986458,359,DES,0.4475977016299469,1,0,N
924,TCP,Chrome,4.0,905.6639440882184,739,AES,0.1726544589496197,2,0,N
925,TCP,Safari,3.0,1731.7357143712438,195,AES,0.4055620721468915,3,1,Y
926,TCP,Chrome,2.0,714.1057421563673,388,DES,0.371451915911235,3,1,Y
927,TCP,Firefox,4.0,273.51825871983834,575,DES,0.4281950473966674,1,0,N
928,TCP,Chrome,4.0,619.6510790891866,813,,0.1704404696885029,1,0,N
929,TCP,Edge,3.0,994.5313734285764,486,AES,0.6822689975001298,2,0,Y
930,TCP,Chrome,6.0,1227.2610594885884,388,AES,0.2436726924356769,3,0,Y
931,UDP,Chrome,6.0,2314.313442361771,876,DES,0.2683001549665177,2,0,N
932,TCP,Edge,7.0,169.3205214033846,210,,0.1318432447554732,2,0,Y
933,TCP,Edge,2.0,865.274733566633,64,AES,0.4385847790832001,1,0,N
934,ICMP,Firefox,1.0,178.82365617492016,588,DES,0.139719063949418,1,0,N
935,UDP,Chrome,5.0,306.03075020952167,399,AES,0.1917084277131539,1,0,Y
936,TCP,Chrome,5.0,123.23408096372248,295,,0.609450941026383,1,0,Y
937,TCP,Edge,3.0,1186.222161595634,641,DES,0.5093315460422576,1,0,N
938,TCP,Chrome,2.0,1962.7219255247928,548,AES,0.1714286034629945,1,0,N
939,TCP,Firefox,5.0,24.308648349773737,387,DES,0.0916382774069907,2,1,N
940,ICMP,Safari,6.0,1343.493698425105,243,DES,0.3472373079704575,1,0,N
941,TCP,Chrome,4.0,221.3993854643214,674,AES,0.5442480653928504,0,0,N
942,UDP,Chrome,3.0,533.9355320140318,630,AES,0.2221380220559773,0,1,N
943,TCP,Edge,3.0,1103.3570644582965,480,AES,0.3465807810916821,1,0,N
944,ICMP,Firefox,4.0,565.5605246063872,869,,0.1172442470375574,1,0,N
945,TCP,Chrome,7.0,210.3914626827,285,AES,0.080108933620062,3,0,Y
946,TCP,Firefox,7.0,1892.979862379556,194,AES,0.3410167180900063,2,1,Y
947,TCP,Safari,4.0,720.299739431914,361,AES,0.743626190980154,2,0,Y
948,TCP,Unknown,4.0,2141.8878047917383,490,DES,0.1133723435005773,0,0,Y
949,TCP,Chrome,4.0,1499.9807235492754,548,AES,0.5611527348194911,0,0,N
950,UDP,Firefox,7.0,1673.779224921528,451,,0.4198490041795112,0,1,Y
951,TCP,Unknown,4.0,359.1734706703909,570,AES,0.3603616179323127,2,0,Y
952,UDP,Chrome,3.0,3493.8763033845626,249,AES,0.1700305640556862,2,0,N
953,TCP,Chrome,5.0,1530.569486930713,788,AES,0.4290040290975947,1,0,N
954,TCP,Chrome,2.0,329.5169846372091,483,AES,0.4432475170527837,0,0,N
955,ICMP,Chrome,4.0,1813.8929585002463,723,AES,0.1123252864088877,1,0,N
956,TCP,Edge,1.0,1126.1544072724969,568,,0.2765209328005463,1,0,N
957,TCP,Chrome,4.0,1033.1860647716226,591,DES,0.370429463553784,0,1,N
958,TCP,Chrome,5.0,4.9962334076478445,613,,0.2095373178944063,1,0,N
959,TCP,Firefox,7.0,18.261176434154603,589,AES,0.5165839144363351,3,0,Y
960,UDP,Chrome,2.0,949.4108134372964,628,DES,0.2181501579063106,3,0,Y
961,TCP,Chrome,2.0,261.34186128489534,765,DES,0.5284974752125747,1,0,N
962,TCP,Chrome,2.0,48.24033459291649,539,AES,0.2819840408960457,1,0,N
963,UDP,Safari,5.0,269.4430213232724,641,DES,0.4261853727855278,1,0,N
964,TCP,Chrome,5.0,1455.6802400314332,482,,0.441755996706043,2,0,N
965,TCP,Firefox,6.0,508.8266187676783,788,AES,0.1505331380537387,1,0,N
966,ICMP,Chrome,4.0,764.8141165386495,364,AES,0.7120378041972135,2,0,Y
967,TCP,Chrome,3.0,1289.5745457796156,860,,0.2213438004584955,0,0,N
968,UDP,Unknown,4.0,312.5098346807416,491,AES,0.3048058468345063,2,0,Y
969,TCP,Firefox,2.0,8.966791444564622,213,DES,0.0886858986538788,1,0,Y
970,UDP,Chrome,4.0,312.446716793158,525,AES,0.0767193326319224,2,1,N
971,UDP,Chrome,6.0,2511.2829516058027,363,DES,0.3469152812134431,3,0,Y
972,TCP,Firefox,4.0,526.6642828846236,668,DES,0.4274118269012359,3,0,Y
973,TCP,Chrome,3.0,674.818189830666,369,DES,0.2351112830892259,2,0,N
974,TCP,Chrome,3.0,1143.1255655851407,410,,0.0576367553897943,1,0,N
975,UDP,Chrome,3.0,97.67388669340647,122,AES,0.1440439160663207,3,0,Y
976,TCP,Firefox,4.0,1059.2146183760788,409,,0.245680731715919,1,1,Y
977,TCP,Chrome,1.0,282.7777157868866,64,AES,0.5241996524413384,1,0,N
978,TCP,Firefox,3.0,393.0295303990449,183,DES,0.1965268474899249,0,0,N
979,ICMP,Chrome,3.0,251.2097381248445,652,AES,0.5123161495028007,3,0,Y
980,TCP,Edge,6.0,133.35910726887045,657,AES,0.1946299024973999,3,0,Y
981,TCP,Chrome,6.0,358.85848810475613,585,DES,0.560041204958615,3,0,Y
982,TCP,Chrome,4.0,79.5371705407695,306,AES,0.2730454646839921,1,0,N
983,TCP,Chrome,5.0,1490.3194516648036,490,AES,0.3974308187087733,3,1,Y
984,TCP,Chrome,6.0,292.1648148091578,499,AES,0.56732095242808,2,0,N
985,TCP,Chrome,1.0,848.1688789708412,268,DES,0.1485662823799822,1,0,N
986,UDP,Unknown,4.0,281.57233305379174,800,DES,0.3058086861940067,2,1,Y
987,ICMP,Edge,3.0,189.29113836972755,675,,0.4144082095642039,1,0,N
988,TCP,Chrome,2.0,1000.4521837459188,455,,0.2110000204185791,2,0,N
989,TCP,Firefox,8.0,782.54103732388,505,DES,0.6567181707752889,3,0,Y
990,TCP,Chrome,2.0,196.82778446770087,541,AES,0.3615667296490213,2,0,Y
991,TCP,Chrome,1.0,757.598220149734,91,AES,0.5719124887266595,3,0,Y
992,TCP,Edge,1.0,4.011382396269276,450,AES,0.3554403843410815,2,0,N
993,TCP,Edge,2.0,155.75626000012613,363,AES,0.1305808472380685,1,0,N
994,TCP,Safari,2.0,1040.839304245821,299,,0.176615068524232,2,1,N
995,UDP,Chrome,4.0,422.3105133500738,443,,0.115794936736913,2,1,N
996,UDP,Edge,6.0,182.1519834877525,859,AES,0.381430018298796,1,0,N
997,TCP,Edge,6.0,564.040399066452,628,,0.3353713286980385,2,0,N
998,TCP,Chrome,8.0,500.7153790010354,385,,0.285087724736603,0,0,Y
999,UDP,Chrome,8.0,803.9583172206454,614,,0.3522015047438502,1,0,Y
1000,ICMP,Chrome,6.0,60.24304052281767,779,AES,0.5117006890797987,1,0,N
1001,TCP,Chrome,3.0,1368.953420912497,684,AES,0.3781896086190079,4,0,Y
1002,TCP,Firefox,6.0,48.035094478996434,511,AES,0.0102899118579915,1,0,Y
1003,TCP,Chrome,5.0,483.8970187322639,370,AES,0.1492671664175647,3,0,Y
1004,TCP,Firefox,4.0,991.6054430540072,639,AES,0.1873321956950991,3,0,Y
1005,TCP,Firefox,6.0,338.2652706074052,578,AES,0.0401508852887536,1,0,N
1006,TCP,Firefox,5.0,1927.41078171901,679,,0.3588173529266509,0,0,N
1007,TCP,Chrome,3.0,1125.955095186992,627,AES,0.2581307010433557,2,0,Y
1008,TCP,Chrome,4.0,444.1676982832937,709,DES,0.2668065600102141,0,0,N
1009,TCP,Chrome,3.0,162.50255513387043,392,,0.4313625859965748,2,0,N
1010,ICMP,Chrome,2.0,35.52849790166592,763,,0.1393460916696726,1,0,N
1011,TCP,Firefox,8.0,1294.235494125384,539,DES,0.483831444143884,0,0,Y
1012,TCP,Firefox,4.0,172.8094798242081,915,DES,0.581493991553437,0,0,N
1013,TCP,Firefox,2.0,251.4116063606738,362,AES,0.2011119335342391,2,0,N
1014,TCP,Chrome,2.0,8.346075043471972,847,AES,0.6215404208125981,2,0,Y
1015,TCP,Unknown,3.0,14.716032862020286,539,AES,0.8157980022961487,3,0,Y
1016,TCP,Chrome,2.0,209.52666627081192,369,AES,0.4465821935590527,2,0,N
1017,TCP,Chrome,5.0,1650.0265497266,403,,0.2786381880213396,1,0,N
1018,TCP,Firefox,4.0,1214.3007020037912,435,AES,0.2439963445753521,2,0,Y
1019,TCP,Chrome,5.0,1175.2995586528618,584,AES,0.2591185799314658,2,0,N
1020,UDP,Edge,4.0,1403.731769985138,604,DES,0.1452766270165708,2,0,N
1021,TCP,Firefox,2.0,165.23917391117385,385,DES,0.676142492572408,1,0,Y
1022,TCP,Edge,4.0,3093.077360516057,495,AES,0.2385761523586229,2,0,N
1023,TCP,Chrome,5.0,211.37312053112325,928,AES,0.1645668581021725,1,0,N
1024,TCP,Chrome,1.0,129.94912367701988,845,DES,0.3578179280944935,1,0,Y
1025,TCP,Chrome,5.0,279.2428980453233,587,DES,0.4546054621809188,2,0,N
1026,TCP,Edge,4.0,604.7900860349506,507,DES,0.2768057338488149,2,1,N
1027,ICMP,Chrome,5.0,106.30470777504904,524,AES,0.4633956940087819,1,0,Y
1028,UDP,Chrome,2.0,1073.4271257061798,622,AES,0.3255772103979404,0,0,N
1029,TCP,Chrome,5.0,371.56937321838217,295,AES,0.397231856711297,3,0,Y
1030,UDP,Edge,4.0,672.235486958473,448,AES,0.2257105590726376,2,0,N
1031,TCP,Edge,1.0,1060.1173368363684,166,AES,0.1085758835204075,3,0,Y
1032,ICMP,Chrome,4.0,1857.3633435462548,579,,0.5064636238104138,1,1,N
1033,TCP,Chrome,4.0,1368.9416245006823,629,DES,0.5568150628899111,4,1,Y
1034,TCP,Chrome,10.0,616.8327947273677,403,DES,0.1675837764232404,1,0,Y
1035,TCP,Chrome,5.0,3783.94258607565,814,AES,0.6142411780478197,3,0,Y
1036,TCP,Chrome,3.0,603.5742552458066,254,AES,0.4986832841283682,2,0,N
1037,UDP,Chrome,3.0,614.2485798462133,207,AES,0.7821690450501914,1,0,Y
1038,UDP,Firefox,2.0,138.0441895448075,544,AES,0.2108858072618565,1,0,N
1039,TCP,Chrome,6.0,128.81184769903112,709,DES,0.1988392283957791,2,0,N
1040,UDP,Edge,3.0,147.81271466441842,836,DES,0.2417128175689864,2,0,N
1041,UDP,Firefox,2.0,716.840287692918,408,,0.524924816886559,2,0,N
1042,TCP,Chrome,1.0,429.1498753153213,715,DES,0.1919653392020392,3,0,Y
1043,TCP,Firefox,4.0,390.0578083893631,492,,0.3550864631044257,2,0,N
1044,TCP,Chrome,6.0,109.16755044839276,465,,0.2861490732885961,0,0,N
1045,TCP,Firefox,5.0,383.83660387881656,676,,0.3723514989202343,0,0,N
1046,TCP,Chrome,5.0,379.8391233213124,630,DES,0.2399623303433727,2,1,N
1047,TCP,Chrome,5.0,775.7835376034677,184,AES,0.1043062038930779,1,0,N
1048,TCP,Edge,1.0,393.3541309813079,795,AES,0.3155339674995729,4,1,Y
1049,TCP,Chrome,4.0,434.0759934422773,776,,0.8830242313284681,2,0,Y
1050,UDP,Edge,3.0,254.5602657651212,374,AES,0.6657856653798536,1,0,Y
1051,TCP,Edge,6.0,112.79375803941186,579,AES,0.619249148014944,3,0,Y
1052,TCP,Chrome,2.0,285.35239588133123,598,AES,0.3063029264200075,0,0,N
1053,TCP,Firefox,4.0,34.96537134318748,552,DES,0.7077903686438567,1,0,Y
1054,TCP,Chrome,5.0,182.2334388420055,389,,0.1469085962091802,0,0,N
1055,TCP,Firefox,7.0,314.37772045002947,365,AES,0.1312445182782391,3,1,Y
1056,TCP,Edge,3.0,125.92799429520775,494,AES,0.4570682582624308,0,0,N
1057,TCP,Edge,6.0,874.8273361783977,734,DES,0.3651053238103662,2,0,N
1058,TCP,Firefox,3.0,263.6537368591982,608,DES,0.5460359231798372,3,0,Y
1059,TCP,Chrome,4.0,764.7065646577881,425,AES,0.2402812346697087,1,0,N
1060,TCP,Unknown,5.0,826.0026288798,654,,0.5056016204727072,2,0,Y
1061,TCP,Unknown,4.0,474.3349700168984,64,DES,0.1372202845483,0,0,Y
1062,TCP,Chrome,3.0,476.9709364434849,729,AES,0.6452118533405042,0,0,Y
1063,TCP,Chrome,3.0,696.7924873146984,152,AES,0.1643780619539865,3,1,Y
1064,TCP,Unknown,5.0,243.5440072188964,427,AES,0.559804549671735,1,1,Y
1065,UDP,Unknown,7.0,17.179111690344527,276,,0.4871451082531851,1,0,Y
1066,TCP,Safari,3.0,828.5654254925516,241,AES,0.2609391931795491,3,1,Y
1067,UDP,Chrome,6.0,750.2676823881028,732,AES,0.2066217870197118,1,0,N
1068,UDP,Firefox,3.0,517.5928651917283,406,AES,0.2479562427335247,1,0,N
1069,TCP,Chrome,7.0,1668.4682078348671,569,DES,0.4665259139308896,1,0,Y
1070,TCP,Chrome,3.0,568.437883877533,490,AES,0.6979769700110211,2,0,Y
1071,TCP,Unknown,5.0,289.34385936499194,595,DES,0.2220934135544943,4,0,Y
1072,TCP,Edge,13.0,1000.1040207227896,515,AES,0.523823895925014,0,0,Y
1073,TCP,Chrome,3.0,2624.6758884278383,243,,0.5969908646369559,2,0,N
1074,TCP,Chrome,8.0,1068.1126801671082,699,DES,0.4372428769079565,2,0,Y
1075,TCP,Chrome,5.0,1916.180451523356,401,AES,0.4739292971908922,2,0,N
1076,TCP,Chrome,3.0,95.6705816855896,188,AES,0.5574063524961002,2,0,N
1077,UDP,Chrome,7.0,103.1638656139977,414,AES,0.1541120645827431,2,0,Y
1078,TCP,Chrome,4.0,134.36171253162152,800,DES,0.1775148237593637,2,0,N
1079,UDP,Chrome,5.0,970.8265188274992,670,DES,0.1913542717642889,1,0,N
1080,ICMP,Safari,7.0,395.0529699407668,430,,0.6166008508191857,0,1,Y
1081,ICMP,Chrome,6.0,519.6275612821079,430,AES,0.4150022895994329,1,0,N
1082,UDP,Edge,4.0,242.9625722216791,435,AES,0.3858505951638935,3,0,Y
1083,TCP,Chrome,3.0,1065.7656315336856,915,DES,0.4207438376102839,2,0,N
1084,TCP,Firefox,6.0,1493.2621878298935,576,DES,0.2666955399067172,1,0,N
1085,TCP,Firefox,4.0,139.68667399595648,586,DES,0.5873420742664075,0,1,Y
1086,TCP,Safari,2.0,171.28176465348804,706,AES,0.1340503643630828,3,0,Y
1087,UDP,Chrome,2.0,331.68634101788814,547,,0.2398186450345621,1,0,N
1088,ICMP,Edge,5.0,262.988380446275,448,AES,0.6730727772772298,2,0,Y
1089,TCP,Edge,1.0,606.6378278418492,460,AES,0.30723869379292,2,0,N
1090,TCP,Chrome,5.0,1117.3318353200257,485,AES,0.1561076528594377,0,0,N
1091,TCP,Chrome,4.0,1261.087644821543,492,AES,0.6100178468770278,1,0,Y
1092,TCP,Chrome,1.0,187.0094687858032,645,,0.586048098552625,3,1,Y
1093,TCP,Chrome,4.0,154.46193537656336,510,AES,0.5583171310151086,4,0,Y
1094,TCP,Chrome,1.0,361.6609057303021,646,AES,0.2930586847545438,1,0,N
1095,UDP,Firefox,2.0,127.87585384616378,483,AES,0.1017023536170729,1,0,N
1096,TCP,Chrome,4.0,77.02994354395133,515,AES,0.1483756163794598,1,1,N
1097,UDP,Chrome,3.0,222.2715287025508,100,,0.1960848935717455,0,0,N
1098,TCP,Safari,5.0,400.6260158500573,683,,0.2868997886726938,4,0,Y
1099,UDP,Firefox,2.0,709.0781576843634,569,AES,0.3074721371265356,1,0,N
1100,TCP,Chrome,3.0,1027.795820868021,699,AES,0.3334847847601467,1,1,N
1101,UDP,Firefox,3.0,201.6578932460209,64,,0.8162006429066084,3,1,Y
1102,TCP,Chrome,4.0,1365.9220230622875,917,DES,0.1220051214798792,2,0,N
1103,TCP,Chrome,2.0,27.400541033574395,472,DES,0.0879294997974005,1,0,N
1104,TCP,Chrome,3.0,469.6557728786983,721,DES,0.4939507685084571,0,1,N
1105,UDP,Chrome,2.0,802.0816197285209,292,DES,0.0869844737865467,0,0,N
1106,TCP,Firefox,4.0,275.4177729297534,622,AES,0.2908844700855713,1,0,N
1107,TCP,Firefox,2.0,920.8309510431544,289,DES,0.4406696937697273,1,0,N
1108,TCP,Unknown,4.0,1614.2466412577694,375,DES,0.0969519370864961,1,0,Y
1109,TCP,Firefox,9.0,74.89165656278581,882,,0.5329045401359692,0,0,Y
1110,UDP,Chrome,9.0,574.8711511337679,461,AES,0.1435844194847169,0,0,Y
1111,TCP,Edge,1.0,15.159124010377814,543,AES,0.1677289120953251,2,0,N
1112,TCP,Chrome,1.0,262.3303780233085,674,AES,0.315840152830152,0,0,N
1113,ICMP,Chrome,1.0,117.81711013607384,599,DES,0.4334782035997312,2,0,Y
1114,UDP,Firefox,5.0,783.1182392079797,530,DES,0.3851986048088347,0,0,Y
1115,UDP,Chrome,6.0,228.7428002215701,572,AES,0.2725838896644112,2,0,N
1116,TCP,Chrome,5.0,265.4723341831037,980,DES,0.4490901216409427,1,0,Y
1117,TCP,Chrome,2.0,184.1650391385847,488,DES,0.319736200886747,1,0,Y
1118,TCP,Chrome,5.0,223.562160068093,540,AES,0.4522002131622228,1,0,N
1119,UDP,Chrome,4.0,204.02757850917985,710,AES,0.5383924072977625,1,0,Y
1120,TCP,Unknown,5.0,957.521810129482,721,,0.418712325213859,2,0,Y
1121,TCP,Edge,2.0,2495.4126462088125,737,DES,0.1522618474101554,2,0,N
1122,TCP,Chrome,2.0,539.0387444620737,627,DES,0.2887082435316084,2,0,N
1123,TCP,Unknown,1.0,733.8085531314982,271,,0.3158799892225623,1,0,N
1124,UDP,Chrome,7.0,1363.4655739705647,826,AES,0.1679949660152818,1,0,Y
1125,TCP,Edge,3.0,517.172949926916,270,AES,0.3650029609588222,0,1,N
1126,TCP,Unknown,1.0,287.6568700957884,560,AES,0.2851660044251404,2,0,N
1127,UDP,Edge,6.0,2412.3370126105506,349,AES,0.1190205210020363,2,0,N
1128,TCP,Edge,4.0,1892.901868926684,487,,0.1223841935428572,2,0,Y
1129,TCP,Unknown,6.0,199.1381600750973,565,AES,0.330268913803708,0,0,Y
